num__Age,num__SibSp,num__Parch,num__Fare,cat__Pclass_1,cat__Pclass_2,cat__Pclass_3,cat__Sex_female,cat__Sex_male,cat__Embarked_C,cat__Embarked_Q,cat__Embarked_S,Survived
-0.580516005992242,0.4783345406270387,-0.46618317148792077,-0.5116012651892122,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.6487287300379633,0.4783345406270387,-0.46618317148792077,0.8217218500083945,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.2732048219846907,-0.46508427634374117,-0.46618317148792077,-0.4975461859920073,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.41824534203229974,0.4783345406270387,-0.46618317148792077,0.4431030032431546,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.41824534203229974,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.4864416323092378,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
1.8779734660681684,-0.46508427634374117,-0.46618317148792077,0.41733535804827876,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-2.1170719260299986,2.3651721745685985,0.7277823612437324,-0.22373242089090317,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-0.19637702598280285,-0.46508427634374117,1.9217478939753856,-0.4307418740092033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
-1.1951383740073447,0.4783345406270387,-0.46618317148792077,-0.03641881875428629,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-1.963416334026223,0.4783345406270387,0.7277823612437324,-0.3148301564283428,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
2.1852846500757197,-0.46508427634374117,-0.46618317148792077,-0.10973011184690733,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.7341715979960176,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.7255565260398511,0.4783345406270387,5.503644492170345,-0.01134455746647263,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-1.1951383740073447,-0.46508427634374117,-0.46618317148792077,-0.4990204076322475,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
1.9548012620700563,-0.46508427634374117,-0.46618317148792077,-0.3294057941143331,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-2.1170719260299986,3.3085909915393783,0.7277823612437324,-0.05611258750201434,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.11093415802474844,0.4783345406270387,-0.46618317148792077,-0.2877611150115036,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5121218236779976,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.41824534203229974,-0.46508427634374117,-0.46618317148792077,-0.12118239860018547,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.3414175460304119,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-1.1183105780054567,-0.46508427634374117,-0.46618317148792077,-0.49537649821074986,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.11954922998091504,-0.46508427634374117,-0.46618317148792077,0.07662982713825477,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-1.6561051500186716,2.3651721745685985,0.7277823612437324,-0.22373242089090317,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.6487287300379633,0.4783345406270387,5.503644492170345,-0.009002044266938455,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5121218236779976,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
-0.8109993939979054,2.3651721745685985,1.9217478939753856,4.813712075085113,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.49849984914346207,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.8023843220417389,-0.46508427634374117,-0.46618317148792077,-0.08535131670011094,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.08113533197997112,0.4783345406270387,-0.46618317148792077,2.3883426220079627,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
2.799907018090822,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.11954922998091504,0.4783345406270387,-0.46618317148792077,1.0484250718744228,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9560399140455145,0.4783345406270387,-0.46618317148792077,0.4201984297365983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5120343698518817,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
-0.6573438019941298,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-0.8878271899997933,1.4217533575978185,-0.46618317148792077,-0.2877611150115036,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-1.1951383740073447,0.4783345406270387,-0.46618317148792077,-0.42848473240183,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.8023843220417389,0.4783345406270387,-0.46618317148792077,-0.46527155968731443,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-0.19637702598280285,0.4783345406270387,-0.46618317148792077,-0.22529409635725928,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
-2.0402441300281104,0.4783345406270387,1.9217478939753856,0.2032129937392154,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.8109993939979054,-0.46508427634374117,-0.46618317148792077,-0.49849984914346207,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-0.08113533197997112,0.4783345406270387,-0.46618317148792077,-0.33981696389004046,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.08113533197997112,1.4217533575978185,-0.46618317148792077,-0.21115156333393834,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
-0.8878271899997933,0.4783345406270387,-0.46618317148792077,-0.2919255829217865,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-1.7329329460205594,3.3085909915393783,0.7277823612437324,0.1638233740098041,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-0.6573438019941298,-0.46508427634374117,-0.46618317148792077,-0.5001489784359341,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
1.4938344860587294,0.4783345406270387,-0.46618317148792077,0.9351182289714443,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.0427214339790272,0.4783345406270387,-0.46618317148792077,-0.12118239860018547,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
2.723079222088934,-0.46508427634374117,0.7277823612437324,0.6279887205880765,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,0.07662982713825477,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.6573438019941298,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5120343698518817,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
-1.886588538024335,0.4783345406270387,1.9217478939753856,-0.08474330438520963,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-1.425621762013008,4.252009808510158,1.9217478939753856,0.314004498024383,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-0.580516005992242,-0.46508427634374117,-0.46618317148792077,-0.5120343698518817,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.6487287300379633,-0.46508427634374117,-0.46618317148792077,1.0032239371762115,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.186523302051178,0.4783345406270387,-0.46618317148792077,1.0755815671173778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
